student_id,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
7551606693,Average,Excellent,Excellent,Very Good,Average,"Seating Arrangement, Drinking Water, Washrooms",Yes,None of these,Excellent,no
7151606286,Good,Good,Good,Good,Good,Drinking Water,Yes,"Internet failure, None of these",Good,gOOD
5151603981,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
1151500124,Good,Good,Good,Good,Good,Seating Arrangement,No,PC Restart,Poor,there clear prouncation so we can get the word properly.
7151606284,Very Good,Excellent,Excellent,Excellent,Good,"Seating Arrangement, Ample lights, Washrooms",Yes,None of these,Very Good,teacher staff are very beautiful
4251603152,Good,Excellent,Excellent,Excellent,Average,Drinking Water,No,None of these,Average,no
4251603170,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,NO
4251603165,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water",Yes,None of these,Excellent,good
2151601097,Average,Good,Good,Good,Very Good,Ample lights,Yes,None of these,Excellent,.
1351600412,Excellent,Good,Good,Very Good,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NOTHING ELSE
4351603659,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,no
4251603167,Good,Very Good,Very Good,Very Good,Good,Waiting room,Yes,None of these,Very Good,no
2151601074,Excellent,Excellent,Excellent,Very Good,Average,Seating Arrangement,Yes,None of these,Very Good,...
4251603161,Good,Good,Good,Good,Good,"Seating Arrangement, Drinking Water",Yes,None of these,Good,none
6552605975,Very Good,Excellent,Good,Excellent,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
4251603155,Very Good,Excellent,Excellent,Excellent,Very Good,Seating Arrangement,Yes,None of these,Excellent,none
6251605553,Good,Very Good,Good,Very Good,Very Good,Ample lights,Yes,Power Failure,Good,good
3151601983,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NIL
4251603162,Good,Good,Good,Good,Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Very Good,godd experience
5152604387,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights",Yes,None of these,Excellent,"NOTHING, IM VERY HAPPY "
6251605558,Poor,Excellent,Excellent,Excellent,Poor,Seating Arrangement,No,None of these,Average,Exam in ofline system
7151606291,Very Good,Very Good,Good,Good,Good,Waiting room,Yes,Software lagging,Average,sound should be more good
4251603158,Very Good,Good,Good,Good,Good,"Drinking Water, Waiting room",Yes,None of these,Good,no
2151601088,Excellent,Very Good,Very Good,Good,Excellent,Seating Arrangement,Yes,Power Failure,Good,NO
8351607232,Good,Good,Good,Good,Good,"Seating Arrangement, Drinking Water",Yes,None of these,Good,improve in sound volume.
4351603662,Very Good,Very Good,Very Good,Very Good,Excellent,Seating Arrangement,Yes,None of these,Excellent,no
5152604368,Average,Average,Very Good,Excellent,Very Good,Washrooms,Yes,None of these,Very Good,NO
6251605557,Excellent,Very Good,Very Good,Very Good,Good,Drinking Water,Yes,None of these,Excellent,NO
5151603972,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NO
1551500642,Average,Very Good,Very Good,Good,Good,"Drinking Water, Washrooms",Yes,None of these,Good,nothing
4151602821,Good,Very Good,Good,Good,Very Good,Washrooms,Yes,None of these,Good,very good
6251605574,Average,Good,Excellent,Poor,Average,Seating Arrangement,Yes,Power Failure,Excellent,good
6251605575,Good,Excellent,Excellent,Excellent,Good,Drinking Water,Yes,None of these,Very Good,Increase volume for sound.
1552600771,Very Good,Very Good,Very Good,Very Good,Very Good,Seating Arrangement,Yes,None of these,Very Good,try providing better exam centers !!!
4251603153,Very Good,Excellent,Excellent,Very Good,Good,Seating Arrangement,Yes,None of these,Good,No
5152604394,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Very Good,good
5151603958,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
4151602824,Excellent,Excellent,Excellent,Very Good,Excellent,Seating Arrangement,Yes,None of these,Very Good,NO
1551500644,Excellent,Excellent,Very Good,Very Good,Very Good,Seating Arrangement,No,None of these,Very Good,no
5152604369,Very Good,Good,Good,Good,Very Good,Drinking Water,Yes,Software lagging,Very Good,NO
2151601066,Average,Good,Good,Average,Very Good,Seating Arrangement,No,None of these,Good,last time exam very good this time exam face more problems
4351603661,Very Good,Very Good,Very Good,Very Good,Very Good,"Seating Arrangement, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,"reduce the complanits and issues of server down and not working, "
4351603660,Excellent,Good,Very Good,Excellent,Very Good,Seating Arrangement,Yes,None of these,Very Good,no
1552600787,Average,Excellent,Excellent,Excellent,Average,"Seating Arrangement, Ample lights",Yes,None of these,Excellent,PLEASE KEEP ENOUGH DESK SPACE SO AS TO KEEP OUR SHEETS ON DESK WHILE TAKING DICTATION. THank you
4251603149,Good,Good,Good,Good,Good,"Seating Arrangement, Drinking Water, Washrooms",Yes,None of these,Good,Nothing
1552600786,Very Good,Excellent,Excellent,Excellent,Very Good,Ample lights,Yes,None of these,Excellent,no
1552600770,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,Excellent
4151602770,Good,Good,Good,Good,Good,Seating Arrangement,No,None of these,Poor,ok
5152604385,Very Good,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,none of
4351603656,Good,Very Good,Very Good,Excellent,Very Good,"Seating Arrangement, Ample lights, Waiting room, Washrooms",No,None of these,Very Good,The online exam was conducted at proper manner. It should be conducted on various exam centers
4251603177,Very Good,Very Good,Very Good,Very Good,Very Good,Drinking Water,Yes,None of these,Very Good,NO
3151602001,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,nil
4151602773,Good,Excellent,Excellent,Good,Very Good,"Seating Arrangement, Drinking Water, Waiting room",Yes,None of these,Very Good,good
5152604392,Very Good,Excellent,Excellent,Excellent,Very Good,Seating Arrangement,Yes,None of these,Excellent,No
4151602734,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NO NEED.
8351607224,Good,Good,Very Good,Good,Excellent,Drinking Water,Yes,None of these,Good,Need to improve pronown  session coloty.
4151602775,Very Good,Very Good,Very Good,Very Good,Very Good,Drinking Water,Yes,None of these,Very Good,good system for shorthand exam
4251603184,Very Good,Very Good,Very Good,Very Good,Very Good,Seating Arrangement,Yes,None of these,Excellent,no
4151602825,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,no
3151601985,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NIL
4251603159,Good,Good,Good,Very Good,Good,"Seating Arrangement, Drinking Water, Waiting room",Yes,None of these,Good,No
3151601996,Very Good,Very Good,Very Good,Very Good,Very Good,Seating Arrangement,Yes,None of these,Excellent,no
1552600775,Average,Average,Average,Average,Average,Seating Arrangement,Yes,None of these,Average,no
5152604388,Very Good,Excellent,Excellent,Very Good,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Washrooms",Yes,None of these,Excellent,VERY HAPPY
3151601999,Average,Good,Average,Good,Average,Waiting room,Yes,None of these,Good,no
5152604384,Average,Very Good,Poor,Very Good,Good,Drinking Water,Yes,None of these,Good,no
3151601965,Excellent,Very Good,Excellent,Excellent,Very Good,Seating Arrangement,Yes,None of these,Excellent,Very good supervision
4151602818,Very Good,Very Good,Very Good,Very Good,Very Good,Waiting room,Yes,PC Restart,Poor,GOOD
5351604607,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,Power Failure,Excellent,OK
5152604378,Average,Average,Very Good,Average,Average,Washrooms,Yes,PC Hang,Very Good,NO
4151602817,Very Good,Very Good,Excellent,Good,Excellent,Drinking Water,Yes,PC Hang,Very Good,good
8351607236,Good,Very Good,Very Good,Very Good,Good,Seating Arrangement,Yes,None of these,Poor,NO
3151602000,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,nil
4151602804,Excellent,Very Good,Very Good,Very Good,Excellent,Seating Arrangement,Yes,None of these,Very Good,no
4151602750,Very Good,Very Good,Very Good,Excellent,Average,Washrooms,No,None of these,Very Good,no
4151602727,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,"No, "
7551606683,Good,Very Good,Very Good,Good,Good,Drinking Water,Yes,Software lagging,Good,no
4251603171,Excellent,Very Good,Very Good,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,no
4151602795,Very Good,Good,Good,Good,Good,Ample lights,Yes,Software lagging,Very Good,no
7551606680,Excellent,Very Good,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,No
4251603183,Excellent,Excellent,Excellent,Excellent,Excellent,Drinking Water,Yes,None of these,Excellent,no
5151603973,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
5152604380,Good,Good,Good,Good,Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Good,No have to improvements and suggestion well very good and nice. Thank You!
4151602756,Poor,Poor,Very Good,Very Good,Good,Washrooms,Yes,PC Hang,Good,no
5351604615,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,No such.
6251605560,Good,Excellent,Excellent,Excellent,Good,Seating Arrangement,Yes,None of these,Excellent,no
5351604608,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,ok
4251603176,Average,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,No
4151602725,Good,Good,Excellent,Very Good,Excellent,Drinking Water,Yes,None of these,Very Good,no
4151602761,Good,Very Good,Very Good,Very Good,Very Good,Washrooms,Yes,None of these,Good,no
4151602835,Excellent,Very Good,Excellent,Excellent,Very Good,"Seating Arrangement, Drinking Water",Yes,None of these,Good,thank you
4151602826,Good,Good,Excellent,Poor,Average,"Seating Arrangement, Drinking Water, Waiting room, Washrooms",Yes,"PC Hang, PC Restart",Poor,Good
4251603160,Average,Good,Average,Good,Good,"Seating Arrangement, Drinking Water, Waiting room, Washrooms",Yes,PC Hang,Average,NO
4151602834,Excellent,Poor,Excellent,Excellent,Very Good,"Seating Arrangement, Drinking Water",Yes,None of these,Good,thank you
4151602774,Good,Average,Average,Good,Good,Drinking Water,Yes,None of these,Good,good
4151602803,Excellent,Excellent,Excellent,Excellent,Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Very Good,no
5152604396,Poor,Excellent,Excellent,Excellent,Poor,"Seating Arrangement, Drinking Water, Ample lights, Washrooms",No,None of these,Excellent,Offline exam again start online exam is hard please try to understand because i am fail
4251603157,Excellent,Excellent,Excellent,Excellent,Very Good,Drinking Water,Yes,None of these,Excellent,"NO ANY SPECIAL , ALL SYSTEM BETTER THIS TIME"
4151602807,Excellent,Excellent,Excellent,Good,Good,Drinking Water,Yes,None of these,Excellent,No any suggestion/ Improvements
1552600774,Good,Very Good,Excellent,Good,Good,Waiting room,Yes,PC Restart,Good,try providing Better exam center
4251603179,Very Good,Very Good,Very Good,Very Good,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Very Good,NO
4351603626,Average,Good,Good,Good,Average,Drinking Water,Yes,None of these,Very Good,good for facilities so not any suggestion an improvements.
4351603678,Very Good,Very Good,Very Good,Very Good,Very Good,Seating Arrangement,Yes,None of these,Very Good,no
5152604391,Average,Excellent,Excellent,Excellent,Poor,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,Good Experience
4151602805,Good,Very Good,Very Good,Good,Excellent,Seating Arrangement,Yes,None of these,Excellent,NO
4551603817,Good,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,NO
4251603175,Good,Good,Excellent,Good,Excellent,Seating Arrangement,Yes,None of these,Good,na
4151602819,Very Good,Very Good,Very Good,Very Good,Very Good,Seating Arrangement,Yes,PC Hang,Very Good,VERY GOOD
4351603657,Good,Good,Very Good,Good,Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room",Yes,"Internet failure, None of these",Very Good,it is a good experianve
4151602779,Good,Good,Good,Good,Good,Drinking Water,Yes,None of these,Excellent,some extra time for typing
4151602827,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,NO
4151602796,Good,Very Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,No comments
5152604375,Very Good,Excellent,Very Good,Very Good,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
7151606305,Average,Good,Good,Average,Poor,"Seating Arrangement, Ample lights, Washrooms",Yes,Internet failure,Very Good,OFFLINE EXAM BEST
5152604390,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Excellent,a
3151602002,Very Good,Very Good,Excellent,Excellent,Excellent,"Seating Arrangement, Ample lights",Yes,None of these,Excellent,none
5351604625,Very Good,Very Good,Excellent,Excellent,Good,Seating Arrangement,Yes,None of these,Excellent,none
3151602007,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NIL
4151602777,Poor,Poor,Good,Poor,Average,Washrooms,Yes,None of these,Poor,"improve management, sitting arrangement headphone not connect properly improve it, give some space for sitting, "
4251603174,Average,Good,Very Good,Very Good,Good,Seating Arrangement,Yes,Power Failure,Good,xyz
1552600778,Average,Excellent,Excellent,Excellent,Average,Ample lights,Yes,None of these,Good,seating arrangement during exam very poor and during dictation there is not proper desk is avialable
5151603977,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
1552600777,Average,Excellent,Very Good,Good,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Washrooms",Yes,None of these,Very Good,Headphones should be bit louder
4251603191,Good,Very Good,Good,Good,Good,"Seating Arrangement, Washrooms",Yes,None of these,Good,NO
1552600773,Very Good,Very Good,Very Good,Excellent,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,OK
4151602840,Excellent,Very Good,Very Good,Very Good,Excellent,"Seating Arrangement, Ample lights, Waiting room",Yes,None of these,Excellent,very good
5152604381,Very Good,Very Good,Very Good,Excellent,Very Good,"Seating Arrangement, Ample lights, Washrooms",Yes,None of these,Excellent,nothing
1251600329,Good,Very Good,Very Good,Very Good,Good,Seating Arrangement,Yes,None of these,Good,Nothing
4151602742,Very Good,Very Good,Very Good,Very Good,Excellent,Seating Arrangement,No,None of these,Excellent,no
4551603825,Good,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no suggestion very good service of centre staff
4151602794,Very Good,Very Good,Very Good,Good,Good,"Seating Arrangement, Drinking Water, Washrooms",Yes,None of these,Very Good,no
6251605578,Good,Good,Good,Very Good,Good,Drinking Water,Yes,None of these,Good,NO
6251605566,Very Good,Good,Good,Very Good,Good,Seating Arrangement,Yes,Power Failure,Excellent,NO
5152604383,Good,Good,Good,Good,Good,Waiting room,Yes,None of these,Excellent,GOOD
1552600784,Very Good,Very Good,Very Good,Very Good,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Very Good,OK
5152604389,Very Good,Very Good,Excellent,Excellent,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
5152604393,Excellent,Excellent,Excellent,Excellent,Excellent,Drinking Water,Yes,PC Restart,Good,no
4251603203,Good,Good,Good,Good,Good,"Seating Arrangement, Drinking Water, Washrooms",Yes,None of these,Good,No
4151602723,Very Good,Very Good,Good,Very Good,Good,Waiting room,Yes,None of these,Very Good,no
4151602839,Good,Average,Good,Average,Good,Drinking Water,Yes,None of these,Good,good
3151601969,Very Good,Very Good,Good,Good,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Very Good,NIL
4151602828,Excellent,Excellent,Excellent,Excellent,Excellent,Drinking Water,Yes,None of these,Excellent,OK
4151602769,Excellent,Excellent,Excellent,Excellent,Very Good,"Ample lights, Waiting room, Washrooms",Yes,PC Hang,Excellent,Nothing else.
4151602789,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,ok
1251600327,Good,Excellent,Very Good,Excellent,Good,"Seating Arrangement, Ample lights, Waiting room",Yes,None of these,Very Good,no
4151602722,Very Good,Very Good,Very Good,Good,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
2151601065,Very Good,Very Good,Very Good,Very Good,Very Good,Drinking Water,Yes,None of these,Very Good,all is good
4151602768,Excellent,Good,Good,Excellent,Excellent,Seating Arrangement,Yes,None of these,Good,thank u
1251600324,Very Good,Excellent,Very Good,Excellent,Excellent,Seating Arrangement,Yes,None of these,Very Good,no
4551603816,Very Good,Very Good,Very Good,Very Good,Excellent,Seating Arrangement,Yes,None of these,Excellent,no
4151602802,Good,Excellent,Excellent,Very Good,Good,Drinking Water,Yes,None of these,Good,No
4551603827,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,No
4351603669,Good,Good,Good,Good,Good,Seating Arrangement,Yes,Software lagging,Excellent,nothing
4551603819,Excellent,Excellent,Excellent,Average,Very Good,"Seating Arrangement, Drinking Water",Yes,None of these,Very Good,After completion of first paragraph instructions given by staff are distrubing for those who started second paragraph. As heasphones do not have feature of fully active noise canecellation.
4451603772,Very Good,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,Internet failure,Excellent,no
4151602740,Average,Average,Good,Average,Average,Seating Arrangement,No,None of these,Average,very good
1251600319,Good,Very Good,Very Good,Excellent,Good,"Seating Arrangement, Ample lights, Waiting room, Washrooms",Yes,Software lagging,Very Good,no
4551603820,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Waiting room, Washrooms",Yes,None of these,Excellent,NO
8351607248,Good,Good,Good,Good,Good,Drinking Water,Yes,None of these,Good,no
4151602754,Good,Good,Good,Excellent,Good,"Seating Arrangement, Ample lights, Waiting room",Yes,None of these,Good,no
4151602772,Very Good,Good,Good,Very Good,Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Very Good,no
1251600325,Good,Good,Good,Good,Good,"Seating Arrangement, Waiting room",Yes,None of these,Good,No
7151606299,Good,Good,Good,Good,Good,"Seating Arrangement, Ample lights, Washrooms",Yes,PC Hang,Good,no
4551603822,Good,Very Good,Good,Very Good,Average,"Seating Arrangement, Ample lights, Washrooms",No,None of these,Good,no
4151602755,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,no
4551603821,Excellent,Excellent,Excellent,Very Good,Excellent,Drinking Water,Yes,None of these,Excellent,No
6251605564,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,online exam is best
5351604626,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,seating arrangement improvements
4251603181,Excellent,Excellent,Excellent,Excellent,Excellent,Waiting room,Yes,None of these,Excellent,no
5351604614,Good,Very Good,Good,Average,Good,Waiting room,Yes,None of these,Average,None
8351607220,Excellent,Excellent,Excellent,Very Good,Excellent,Washrooms,No,Power Failure,Excellent,good
4151602830,Very Good,Excellent,Excellent,Very Good,Very Good,Seating Arrangement,Yes,None of these,Very Good,nothing
4151602838,Good,Good,Good,Good,Average,Washrooms,Yes,None of these,Average,good
6251605577,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,No  Good Arrangement  Best of luck for future
5151603983,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Waiting room",Yes,None of these,Excellent,NO
6251605570,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NO
1251600322,Good,Good,Good,Good,Good,Waiting room,Yes,None of these,Good,No
4151602780,Good,Excellent,Very Good,Excellent,Very Good,Seating Arrangement,Yes,"PC Hang, None of these",Excellent,good
4151602785,Good,Good,Good,Good,Very Good,Seating Arrangement,Yes,None of these,Good,nothing
4151602720,Very Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Very Good,No
1552600781,Very Good,Very Good,Very Good,Very Good,Very Good,Seating Arrangement,Yes,None of these,Very Good,nothing
6351605700,Very Good,Average,Very Good,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,"PC Hang, None of these",Excellent,good
4151602739,Average,Excellent,Good,Very Good,Average,"Seating Arrangement, Ample lights",Yes,Internet failure,Good,Improve the softwere developing
4251603207,Good,Good,Good,Very Good,Good,Seating Arrangement,Yes,Software lagging,Good,no
2151601111,Poor,Good,Very Good,Average,Average,"Seating Arrangement, Ample lights, Washrooms",Yes,"Software lagging, PC Restart",Very Good,Don't use this online examination method for next year. please this is very poor practice. We cannot write on the PC desk while taking shorthand dictaions.
5351604634,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,no
5351604618,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,Power Failure,Excellent,who
5152604395,Excellent,Very Good,Very Good,Excellent,Excellent,Drinking Water,Yes,PC Hang,Excellent,lab is very good
4151602793,Excellent,Very Good,Good,Very Good,Excellent,"Seating Arrangement, Ample lights, Waiting room, Washrooms",Yes,None of these,Good,ism language
4251603186,Good,Good,Good,Good,Good,"Seating Arrangement, Drinking Water",Yes,None of these,Good,any
1251600313,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,no
6552605971,Excellent,Excellent,Good,Very Good,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
4251603178,Very Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,No
4151602749,Very Good,Very Good,Very Good,Good,Average,"Seating Arrangement, Washrooms",No,None of these,Excellent,no
4251603187,Good,Excellent,Excellent,Excellent,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
4151602762,Good,Very Good,Good,Excellent,Good,Drinking Water,Yes,None of these,Good,No
4151602799,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Washrooms",Yes,None of these,Good,NO
4151602816,Excellent,Excellent,Very Good,Very Good,Very Good,"Seating Arrangement, Waiting room",Yes,None of these,Excellent,VERY GOOD
8351607219,Good,Excellent,Excellent,Very Good,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,good
4151602748,Good,Very Good,Very Good,Excellent,Very Good,Drinking Water,Yes,None of these,Good,NO
4151602760,Excellent,Excellent,Excellent,Excellent,Very Good,"Seating Arrangement, Drinking Water, Waiting room, Washrooms",Yes,None of these,Excellent,no comments
1251600315,Good,Excellent,Excellent,Excellent,Good,"Seating Arrangement, Waiting room, Washrooms",Yes,None of these,Excellent,time period
1151600151,Average,Very Good,Very Good,Very Good,Average,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,please conduct the exam as old exam
4151602763,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NO
5152604372,Very Good,Very Good,Very Good,Very Good,Very Good,Seating Arrangement,Yes,None of these,Very Good,good
1251600314,Average,Good,Good,Good,Average,Seating Arrangement,Yes,None of these,Average,no
4251603185,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,any
4151602758,Good,Good,Good,Excellent,Very Good,Seating Arrangement,Yes,None of these,Very Good,NO
1251600330,Very Good,Very Good,Very Good,Very Good,Good,Seating Arrangement,Yes,None of these,Very Good,No
4151602726,Good,Good,Average,Good,Good,Washrooms,Yes,Software lagging,Good,No
4251603180,Good,Good,Good,Good,Average,Seating Arrangement,Yes,None of these,Good,NO
4251603202,Good,Good,Good,Good,Good,Drinking Water,Yes,None of these,Good,no
4151602792,Good,Good,Very Good,Excellent,Good,"Ample lights, Washrooms",Yes,None of these,Good,no
4451603773,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,NA
5151603968,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NO
6251605576,Good,Very Good,Very Good,Good,Good,Drinking Water,Yes,None of these,Good,Increase the valume sestem
5152604374,Excellent,Excellent,Excellent,Excellent,Excellent,Ample lights,Yes,None of these,Excellent,no
5151603964,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,No
5152604373,Very Good,Very Good,Very Good,Very Good,Excellent,"Seating Arrangement, Drinking Water, Washrooms",Yes,None of these,Excellent,All good.
5151603975,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Ample lights, Waiting room",Yes,None of these,Excellent,NO
5151603969,Very Good,Very Good,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
1251600328,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Waiting room, Washrooms",Yes,None of these,Excellent,NO
5151603970,Very Good,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NO
4151602776,Very Good,Excellent,Very Good,Excellent,Very Good,"Seating Arrangement, Ample lights, Washrooms",Yes,PC Hang,Very Good,improve management setting enough
3251602182,Excellent,Excellent,Good,Excellent,Good,Seating Arrangement,Yes,None of these,Good,no
5151603971,Very Good,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
5351604640,Good,Excellent,Average,Average,Good,Seating Arrangement,Yes,None of these,Average,no
5351604639,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,Power Failure,Excellent,no
1251600320,Good,Very Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,no
5351604638,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,No
1552600767,Good,Good,Very Good,Very Good,Very Good,Drinking Water,Yes,None of these,Excellent,ok
