id,center,ip_address,disk_id,mac_address
126,1151,192.168.29.101,ZN1XRMFJ,74563C2118FD
127,4151,10.10.11.23,5RX2PAZ1,F4CE46319DDD
128,4151,10.10.11.30,5LS94KRM,002481A0F292
129,1151,192.168.29.197,ZN1XRAY4,D85ED3C4ED49
130,1151,192.168.29.73,ZN1XQGP1,74563C201DA9
131,1151,192.168.29.80,ZN1XQGPL,74563C201FBB
132,1151,192.168.29.7,ZN1XQGNR,74563C211C7D
133,1151,192.168.29.166,ZN1XQGPR,74563C201DFE
134,1151,192.168.29.114,ZN1XRMNH,74563C2118FE
135,1151,192.168.29.155,ZN1XQGQS,74563C201DFD
136,1151,192.168.29.196,ZN1XRN2F,D85ED3C4EB24
137,1151,192.168.29.149,ZN1XRMY3,D85ED3C4EBE3
138,1151,192.168.29.234,ZN1XRKC5,74563C211C7B
139,4151,10.10.11.31,9VY4RDE7,00265547AF63
140,1151,192.168.29.42,ZN1XPN4X,74563C211CE1
141,3151,10.7.1.5,0000_0000_0000_0001_00A0_7523_415F_84E0.,20881070CB11
142,3251,192.168.2.118,2204V8522c500876,8C89A515A044
143,5152,192.168.102.169,E823_8FA6_BF53_0001_001B_444A_4970_BA6A.,7C57585CC8BA
144,1151,192.168.29.180,ZN1XQGRH,74563C211E27
145,1151,192.168.29.175,ZN1XRDK7,D85ED3C4E8E8
146,1151,192.168.29.35,ZN1XQKEQ,74563C201ECC
147,4451,192.168.10.12,WD-WCC6Y4RE95H7,C85ACF0D2FEA
148,1151,192.168.29.6,ZN1XQGPE,74563C211E2D
149,4151,10.10.11.55,9VY2S77L,00265547B590
150,1151,192.168.29.245,ZN1XQGQ7,74563C211E2C
151,1151,192.168.29.253,ZN1XRNZA,D85ED3C4E8EE
152,4151,10.10.13.34,S1V5J9BZ113603,F4CE462D67BB
153,8151,10.1.10.245,WD-WCAS29388155,4437E65F5A8A
154,1151,192.168.29.88,ZN1XQXH6,D85ED3C4E880
155,4151,10.10.12.10,YS202307324194HP,0AE0AFA7091B
156,4151,10.10.12.6,5RX7ZJ56,002264B02CA9
157,3151,10.7.1.2,0000_0000_0000_0001_00A0_7523_415B_8B77.,2088107255C2
158,1151,192.168.29.179,ZN1XRCV2,D85ED3C4E887
159,1151,192.168.29.106,ZN1XS30J,74563C201FBD
160,1151,192.168.29.127,ZN1XRNPF,D85ED3C4E883
161,4151,10.10.12.50,9RX73SY3,0AE0AFA70919
162,4151,10.10.12.27,WD-WMAV2H303218,0024810CD4DB
163,4151,10.10.12.48,5RX0YCN6,00E04C1387A4
164,4151,10.10.14.12,9RXKFYVH,F4CE462D679E
165,3251,192.168.2.116,185103A00756,8C89A5159FE7
166,3251,192.168.2.114,2204V8522c500878,6C626D45FD45
167,4151,10.10.12.20,AA000000000000002344,0AE0AFBF126B
168,3151,10.7.1.3,0000_0000_0000_0001_00A0_7523_415F_8621.,20881070C78F
169,3251,192.168.2.113,2204V8522c500879,8C89A5159CD7
170,3151,10.7.1.7,0000_0000_0000_0001_00A0_7523_40EE_847C.,20881070C74B
171,4151,10.10.14.5,AA000000000000002740,D027880541B8
172,4151,10.10.12.21,WD-WCAT30507987,0022155AFCBB
173,4151,10.10.12.19,9VY8T429,4487FCA1E4DE
174,4151,10.10.12.18,WD-WMAYV0529960,00E04CC70275
175,7151,192.168.0.159,88R5AL0NS,94C69154DF1E
176,4451,192.168.10.7,WD-WCC6Y4RE99FP,C85ACF0A26D0
177,4151,10.10.11.57,6VT0MEM9,00E04C72053E
178,5152,192.168.103.110,E823_8FA6_BF53_0001_001B_444A_492C_C048.,7C57585CC9BA
179,3251,192.168.2.215,2111VA001CBT0012,E0D55E32A4E8
180,3151,10.7.1.6,0000_0000_0000_0001_00A0_7523_40AA_CF72.,20881071D3D0
181,7151,192.168.0.146,WCC6Y7SVDETF,94C691550164
182,7151,192.168.0.154,88Q5APRNS,94C69154E35C
183,4151,10.10.13.55,5RX30WZN,4487FC9CA180
184,4551,20.20.1.62,23231V803487,D017C299B5F1
185,4151,10.10.12.46,6RX4F3YL,00E04C6711D9
186,8151,10.1.10.65,WD-WCAUZ1431191,4437E628A2A4
187,4151,10.10.14.1,5LS94L74,4487FC44C5DB
188,3151,10.7.1.9,0000_0000_0000_0001_00A0_7523_415A_B9C3.,208810709C36
189,4151,10.10.12.17,WD-WCAP9A416258,4487FCA1E430
190,4151,10.10.15.19,AA000000000000002726,00270E351F0A
191,3251,192.168.2.119,2204V8522c500882,6C626D45FCC8
192,3151,10.7.1.8,0000_0000_0000_0001_00A0_7523_40D5_EC3A.,2088107256F3
193,4151,10.10.12.13,9VMESX0A,4487FCA1E5FB
194,7151,192.168.0.181,WCC6Y5FKE5H0,94C691550388
195,3251,192.168.2.120,2204V8522c501020,8C89A515A105
196,7151,192.168.0.193,WCC6Y2ZHNAP9,94C691550394
197,7151,192.168.0.164,WCC6Y2ZHN78L,94C69154D583
198,7151,192.168.0.160,WCC6Y3KEEFY1,94C69154DF84
199,3151,10.7.1.10,0000_0000_0000_0001_00A0_7523_40EE_8442.,20881070CA1B
200,4451,192.168.10.8,WD-WCC6Y4VKLY31,C85ACF0D31F3
201,3251,192.168.2.110,2204ZD0R3G500418,8C89A5159FED
202,1651,192.168.0.177,ZN1DC3SP,B42E99B19C47
203,8151,10.1.10.130,WD-WMAUZ0019081,4437E655DDBE
204,7151,192.168.0.153,88P58RENS,94C69154DB16
205,4151,10.10.12.43,5RX1G7FX,00E04C510347
206,8151,10.1.10.139,WDC-ROM SN# XYZ----,4437E663B122
207,3251,192.168.2.121,2204V8522c500868,8C89A515A0A3
208,7151,192.168.0.157,WCC6Y1ALDJZA,94C69154D517
209,5152,192.168.102.166,E823_8FA6_BF53_0001_001B_444A_4885_CEA1.,7C57585CC9C9
210,4151,10.10.12.47,9RX4QXLY,00E04C611F58
211,4151,10.10.14.11,WD-WCAS22902576,4487FCA1E379
212,5152,192.168.103.231,E823_8FA6_BF53_0001_001B_444A_492C_C7DD.,7C57585BDA78
213,7151,192.168.0.109,7N31512G14666,C465162943F4
214,3151,10.7.1.12,0000_0000_0000_0001_00A0_7523_40AA_D1E1.,20881071D0AC
215,6151,172.16.2.206,WD-WCC6Y7ZSLFJX,70208400C4DB
216,6552,192.168.30.30,Z2A14LQD,78E3B5906D90
217,5152,192.168.103.65,E823_8FA6_BF53_0001_001B_444A_492C_C7C9.,7C57585CC9C6
218,5152,192.168.102.245,E823_8FA6_BF53_0001_001B_444A_492C_C084.,7C57585CC883
219,4151,10.10.12.0,6VY982DW,00E04C690BCC
220,4151,10.10.12.7,WD-WMAV3J971128,00E04CC107C4
221,3251,192.168.2.122,5E28D04606271121063,6C626D45FAC9
222,3151,10.7.1.11,0000_0000_0000_0001_00A0_7523_415A_0D92.,20881071D343
223,5152,192.168.103.151,E823_8FA6_BF53_0001_001B_444A_492C_C047.,7C57585CC7FF
224,3251,192.168.2.112,2204V8522c501024,8C89A5159EA1
225,5152,192.168.103.119,E823_8FA6_BF53_0001_001B_444A_492C_C7C0.,7C57585CC8AC
226,4151,10.10.12.11,9VM95RAY,002511ABE468
227,5351,192.168.1.53,5,002324AA092C
228,4151,10.10.12.16,9VYAF1DX,00E04C13870C
229,7151,192.168.0.143,7N31512G14656,C465162286A9
230,5152,192.168.102.146,E823_8FA6_BF53_0001_001B_444A_4970_B94D.,7C57585CC884
231,6552,192.168.30.230,Z2A14LVP,78E3B59070B2
232,3151,10.7.1.13,0000_0000_0000_0001_00A0_7523_415F_8295.,2088107094B4
233,4451,192.168.10.84,WD-WCC6Y4RE9626,C85ACF0D386D
234,6552,192.168.30.226,Z2A0RAPF,78E3B5907133
235,6552,192.168.30.236,Z2A0MKDY,78E3B5907073
236,6552,192.168.30.175,Z2A0MRHJ,78E3B59070C4
237,4151,10.10.12.5,Z2A5EHDE,0AE0AFA70918
238,4151,10.10.12.8,WD-WCAS20722657,00E04CDB0AC2
239,5152,192.168.103.236,E823_8FA6_BF53_0001_001B_444A_492C_CE67.,7C57585CC7F3
240,5152,192.168.103.180,E823_8FA6_BF53_0001_001B_444A_492C_C5A6.,7C57585CC9B2
241,4151,10.10.12.15,PVF974ZH0YAPNN,00E04C678049
242,4151,10.10.12.12,WD-WMAPC0020767,00E04CCA3AA7
243,6552,192.168.30.177,Z2A14J21,78E3B59070C2
244,1651,192.168.0.132,ZN1D88YY,E0D55E7BB98E
245,6552,192.168.30.37,Z2A0PG49,78E3B590708A
246,5152,192.168.103.101,E823_8FA6_BF53_0001_001B_444A_4970_B76F.,7C57585CC800
247,8151,10.1.10.207,WD-WCAS29750041,4437E6150B41
248,5152,192.168.103.145,E823_8FA6_BF53_0001_001B_444A_492C_C7C1.,7C57585CC9CD
249,6552,192.168.30.176,Z2A01FY1,78E3B59070E1
250,7151,192.168.0.145,WCC6Y2ZHNR8D,94C69154D23C
251,6552,192.168.30.35,200435142318E7E22F62,78E3B5907092
252,7151,192.168.0.199,WCC6Y3KEEJ67,94C6915501EA
253,4151,10.10.12.30,5RX9FZW9,00E04C4D3470
254,6552,192.168.30.167,Z2A14M24,78E3B5906FFA
255,5152,192.168.103.44,E823_8FA6_BF53_0001_001B_444A_492C_C010.,7C57585CC7F9
256,3251,192.168.2.123,2204V8522c501021,6C626D45FCF5
257,4151,10.10.12.3,9RX4A2ZW,00E04C4569B2
258,6552,192.168.30.137,Z2A01TH2,78E3B590712B
259,6552,192.168.30.186,9VMYBPAM,78E3B59070E6
260,5152,192.168.102.28,E823_8FA6_BF53_0001_001B_444A_492C_CEB5.,7C57585CC8AB
261,4151,10.10.14.9,S12KNSAD832910,8851FB4C4FDE
262,5152,192.168.103.74,E823_8FA6_BF53_0001_001B_444A_4885_CE49.,7C57585BDA71
263,2251,10.168.0.202,03020015021424211212,705A0F3A026D
264,5152,192.168.102.254,E823_8FA6_BF53_0001_001B_444A_492C_C064.,7C57585CC802
265,4151,10.10.12.49,S0TYNEACA00907,6C3BE53B79BB
266,4151,10.10.27.21,TW032GYJ550853BE1595,6C3BE5342AE5
267,6552,192.168.30.85,Z2A119AP,78E3B59070A5
268,4451,192.168.10.16,WD-WCC6Y6HV8L4L,C85ACF0D4921
269,4151,10.10.18.33,TW032GYJ5508538E4064,0AE0AFA7091A
270,7151,192.168.0.161,WCC6Y2ZHNC6R,94C69154D573
271,7151,192.168.0.188,WCC6Y3LA5660,94C69154D263
272,6552,192.168.30.97,Z2A14LP6,78E3B5906E2E
273,4151,10.10.13.17,S1K2NSAF301286,DC4A3E71C62B
274,1351,192.168.1.102,WD-WCC6Y0LE4YS7,1CA0B8786D5E
275,6552,192.168.30.178,Z2A0V693,78E3B590713A
276,7151,192.168.0.192,WCC6Y7UUPF62,94C69154D19B
277,6251,192.168.1.101,YS20221013128G570445,C81F66468873
278,4151,10.10.12.29,WD-WCAS26726145,002170117FA2
279,4151,10.10.14.3,S3U6NB0J701089,9457A5F012EC
280,6251,192.168.10.102,AA000000000000001328,F48E3873FAAE
281,4451,192.168.10.19,WD-WCC6Y4RE9UDJ,C85ACF0D32F0
282,6552,192.168.30.242,Z2A0RGWS,78E3B5907091
283,4151,10.10.12.14,WD-WCAV34666580,00E04C6F2F6D
284,3251,192.168.2.124,AA202211114250,8C89A5159AA2
285,6251,192.168.10.103,AA000000000000018564,C81F66461DAC
286,3151,10.7.1.15,0000_0000_0000_0001_00A0_7523_415C_B9DD.,208810709C33
287,5152,192.168.103.79,E823_8FA6_BF53_0001_001B_444A_4885_C53D.,7C57585BD839
288,4151,10.10.14.15,S12KNSAD833006,480FCF5E0D3C
289,3151,10.7.1.14,0000_0000_0000_0001_00A0_7523_415A_0DE5.,20881070C82E
290,4151,10.10.14.29,WD-WMAV31135056,0019B916AB64
291,6552,192.168.30.36,Z3TH9H3E,78E3B590709F
292,4151,10.10.18.12,S1ZMNXAGB42101,DC4A3E6B7E80
293,6251,192.168.10.104,AA000000000000018931,64006A3291CF
294,3251,192.168.2.125,2204V8522c501866,8C89A514396E
295,5152,192.168.102.229,E823_8FA6_BF53_0001_001B_444A_492C_CE60.,7C57585CC709
296,4151,10.10.14.43,WD-WMAV2W474070,0019B91B25F0
297,1651,192.168.0.112,ZN10B573,E0D55E7BB59D
298,4151,10.10.18.0,9RXBMK75,0019B925FF3E
299,7151,192.168.0.137,UB202306270041,C46516245817
300,4451,192.168.10.14,WD-WCC6Y4HEXNCN,C85ACF0D4829
301,4151,10.10.18.17,S14TNSAF357497,480FCF5E0DC0
302,4251,192.168.168.113,WD-WCC2ETR89667,C81F6639D07A
303,6552,192.168.30.187,Z2A0QH49,78E3B5907099
304,6251,192.168.10.105,AA000000000000015222,F48E3873B8F1
305,6552,192.168.30.166,200435142318E7E22F62,78E3B59068EE
306,1551,172.17.0.85,WD-WCC6Y0XEXPAN,6C4B902CBA5D
307,6552,192.168.30.89,Z2A0PH3E,78E3B591E6FF
308,6251,192.168.1.107,YS20221013128G037797,F48E3873FAC7
309,6552,192.168.30.78,C0B60E300102,78E3B59070A4
310,5152,192.168.103.247,E823_8FA6_BF53_0001_001B_444A_4885_C5F8.,7C57585CC0B2
311,6552,192.168.30.42,Z2A0PG5Y,78E3B590708C
312,4151,10.10.18.14,9RX765QT,0AE0AFB3056B
313,4151,10.10.14.42,WD-WCAV1C977141,0019B91B90C3
314,6552,192.168.30.162,200435142318E7E22F62,78E3B590705F
315,3151,10.7.1.16,0000_0000_0000_0001_00A0_7523_415A_B330.,20881070F434
316,3151,10.7.1.17,0000_0000_0000_0001_00A0_7523_415F_881A.,2088107099BE
317,4151,10.10.14.41,AA000000000000002768,90FBA626B6A2
318,6552,192.168.30.90,Z2ALATTQ,082E5F286C43
319,7151,192.168.0.179,WCC6Y3AJP8PS,94C69154D984
320,6251,192.168.10.114,AA000000000000000644,B083FE774023
321,4151,10.10.14.19,150246400757,480FCF5AEB3E
322,4151,10.10.14.40,WD-WCAS2F113197,002170483BBB
323,7151,192.168.0.124,WCC6Y2ZHNXPR,94C6915503C2
324,7151,192.168.0.141,WCC6Y2ZHNR3C,94C69154DE9E
325,6251,192.168.10.113,YS20221015128G459926,F48E3873B2CB
326,4351,10.10.2.103,6479_A76C_90C0_0E9A.,8CEC4B5B1490
327,4151,10.10.13.39,9LS1266W,001AA0B2549F
328,4451,192.168.10.33,WD-WCC6Y4VKLU1R,C85ACF0D4B08
329,6552,192.168.30.157,Z2A0BS5Q,78E3B591E72B
330,4351,10.10.2.168,6479_A76C_90C0_0EBA.,8CEC4B5B162D
331,4351,10.10.2.161,6479_A76C_90C0_1011.,8CEC4B5B17F8
332,6552,192.168.30.192,Z2A11QXD,78E3B5907040
333,4151,10.10.15.4,S12KNSAD832958,480FCF5F5E9C
334,6251,192.168.10.112,AA000000000000008531,F8BC12FFF87A
335,7451,192.168.1.63,5RXADJEB,00E04C052251
336,4451,192.168.10.41,WD-WCC6Y0DA43FP,C85ACF0D16E7
337,6552,192.168.30.164,200435142318E7E22F62,78E3B59070A1
338,6251,192.168.10.109,YS20221015128G576987,F48E387B3888
339,3251,192.168.2.107,2204V8522c500851,6C626DE7E63F
340,4351,10.10.2.177,6479_A76C_90C0_1004.,8CEC4B5B15BE
341,4351,10.10.2.125,6479_A76C_90C0_0ED0.,8CEC4B5B14FC
342,5152,192.168.103.217,E823_8FA6_BF53_0001_001B_444A_4885_CB5E.,7C57585CC8C0
343,4451,192.168.10.18,WD-WCC6Y4RE95X8,C85ACF0D46CD
344,4351,10.10.2.108,6479_A76C_90C0_0D73.,8CEC4B5B15D6
345,7151,192.168.0.187,WCC6Y3KEES3X,94C69154DAB4
346,4151,10.10.14.37,5RX1LQVN,001E4FECB0AC
347,4351,10.10.2.123,6479_A76C_90C0_1010.,8CEC4B5B15A6
348,7151,192.168.0.194,7N31512G14496,C4651628723C
349,4151,10.10.14.20,S0TYNEAD208966,480FCF5F5F32
350,3151,10.7.1.18,0000_0000_0000_0001_00A0_7523_415A_A991.,20881071CEA4
351,1551,172.17.0.67,5CDF_B803_6150_039E.,04D9C86BA9CD
352,6552,192.168.30.174,Z2A0QFR4,78E3B5907084
353,6251,192.168.1.110,YS20221015128G457572,64006A334590
354,3151,10.7.1.19,0000_0000_0000_0001_00A0_7523_40EE_8426.,20881070CAAC
355,1651,192.168.0.173,ZN10AFNA,E0D55E7BB980
356,4351,10.10.2.107,6479_A76C_90C0_0EA9.,8CEC4B5B1A32
357,7151,192.168.0.158,WCC6Y7UUPRR0,94C69154D779
358,4351,10.10.2.150,6479_A76C_90C0_0EC0.,8CEC4B5C352F
359,4351,10.10.2.148,6479_A76C_90C0_0EDE.,8CEC4B5B1A2D
360,5152,192.168.103.199,E823_8FA6_BF53_0001_001B_444A_4885_CB3C.,7C57585CC9C8
361,7151,192.168.0.149,7N31512G14538,C46516228709
362,4151,10.10.14.35,9VT2C8Y3,0023AE841CB2
363,6251,192.168.10.108,AA000000000000009207,C81F6645E601
364,4151,10.10.14.36,WD-WMAV2X633267,B8AC6F302BDA
365,3251,192.168.2.102,2204V8522c500870,8C89A514393F
366,4151,10.10.14.14,S0TYNSACB31893,DC4A3E6C8A55
367,8151,10.1.10.41,WD-WCAUZ0456183,4437E62B6F60
368,4151,10.10.14.32,6RX94BL7,00219B4B0945
369,4151,10.10.14.21,AA000000000000002456,3464A92A082E
370,5251,192.168.3.189,WD-WCC6Y1ZK4EJ1,1CA0B8782577
371,4351,10.10.2.171,6479_A76C_90C0_101D.,8CEC4B5B1817
372,5152,192.168.102.157,E823_8FA6_BF53_0001_001B_444A_492C_C09E.,7C57585CC7F6
373,4151,10.10.11.40,AA000000000000002381,18A905164566
374,7151,192.168.0.140,WCC6Y4FZ386E,94C69154DD6F
375,6251,192.168.10.111,AA000000000000080018,B083FE53D68A
376,7151,192.168.0.117,WCC6Y2PKEA3Y,94C69154D1B7
377,4151,10.10.14.23,2023041310749,3464A92A0664
378,3251,192.168.2.126,2204V8522c501860,6C626D45FCF2
379,8151,10.1.10.222,WD-WCAS2E614413,4437E6631417
380,7151,192.168.0.133,88Q6B0GNS,94C69154D362
381,5152,192.168.103.168,E823_8FA6_BF53_0001_001B_444A_492C_C059.,7C57585BDA5E
382,6251,192.168.10.116,AA000000000000011223,F48E3873FABE
383,7151,192.168.0.101,WD-WCC6Y5JK4Y29,8CEC4BCCBFB9
384,3151,10.7.1.21,0000_0000_0000_0001_00A0_7523_40DD_574A.,20881071D37E
385,4151,10.10.14.31,5LSB7Y66,0023AE776DC5
386,4151,10.10.18.6,AA000000000000002424,00188B11A828
387,4351,10.10.2.128,6479_A76C_90C0_0FFA.,8CEC4B5B1532
388,4151,10.10.14.34,2023082301941,0023AE8461C7
389,4351,10.10.2.101,6479_A76C_90C0_0D67.,8CEC4B5B1A3C
390,4151,10.10.14.24,TW0K11MF550852642597,480FCF5E0DC3
391,1551,172.17.0.83,ES2RH0923106009,00E01B072217
