id,student_id,login_time,ip_address,disk_id,mac_address
74,5351604610,2024-06-27 8:41:38,WCAV9Z164476,FC4DD43290CA,192.168.1.70
75,1552600782,2024-06-27 8:41:42,ZN161KQ7,EC5C681579C3,192.168.1.108
76,1552600778,2024-06-27 8:41:43,ZN163GN4,A4FC776BC25B,192.168.1.112
77,1552600788,2024-06-27 8:41:48,94F9562C,A4FC776BA9D3,192.168.1.103
78,3351602437,2024-06-27 8:41:49,001B_448B_41D9_0B28.,E0BE034FD966,192.168.144.54
79,3351602431,2024-06-27 8:41:49,0025_3888_11B9_992C.,E0BE034FDAD6,192.168.144.61
80,3351602438,2024-06-27 8:41:49,001B_448B_41D8_64EA.,E0BE034FDE4A,192.168.144.56
81,5351604613,2024-06-27 8:41:50,YS202309879094HP,FC4DD42F88C4,192.168.1.104
82,1552600779,2024-06-27 8:41:51,ZN161A3G,A4FC776B147D,192.168.1.110
83,3351602426,2024-06-27 8:41:52,0025_3888_11B7_86DF.,E0BE034FDBE0,192.168.144.13
84,3351602432,2024-06-27 8:41:52,001B_448B_41D9_D316.,E0BE034FD265,192.168.144.63
85,3351602427,2024-06-27 8:41:52,0025_3888_11B9_991F.,E0BE034FDAC9,192.168.144.11
86,3351602435,2024-06-27 8:41:53,0025_3888_11B9_9922.,E0BE034FD127,192.168.144.58
87,3351602433,2024-06-27 8:41:53,001B_448B_41D9_DC9F.,E0BE034FD3ED,192.168.144.62
88,5251604539,2024-06-27 8:41:55,WD-WCC6Y1HXYH7D,1CA0B8785991,192.168.2.190
89,2151601108,2024-06-27 8:41:55,AA000000000000004003,B083FEB512C2,192.168.11.97
90,3351602440,2024-06-27 8:41:56,001B_448B_41D8_4E45.,E0BE034FD8DB,192.168.144.69
91,1552600783,2024-06-27 8:41:57,ZN161JYT,EC5C68158175,192.168.1.114
92,1552600770,2024-06-27 8:42:01,ZN1648LP,A4FC776B0719,192.168.1.121
93,3351602430,2024-06-27 8:42:02,0025_3888_11B9_990A.,E0BE034FD4D0,192.168.144.67
94,3351602425,2024-06-27 8:42:04,0025_3888_11B9_A078.,E0BE034FD48D,192.168.144.12
95,3351602439,2024-06-27 8:42:06,001B_448B_41D8_8458.,E0BE034FD939,192.168.144.55
96,3351602428,2024-06-27 8:42:12,0025_3888_11B9_8C9B.,E0BE034FD25F,192.168.144.65
97,3351602436,2024-06-27 8:42:17,001B_448B_41D8_45ED.,E0BE034FD17F,192.168.144.57
98,3351602434,2024-06-27 8:42:18,0025_3888_11B9_992B.,E0BE034FD95B,192.168.144.68
99,5251604536,2024-06-27 8:42:24,WD-WCC6Y6HEE20N,1CA0B87827DC,192.168.2.187
100,5251604535,2024-06-27 8:42:30,WD-WCC6Y6HEELV6,1CA0B87829A0,192.168.2.186
101,1552600777,2024-06-27 8:42:34,ZN163M7Q,EC5C68161E03,192.168.1.102
102,1552600781,2024-06-27 8:42:36,ZN161MG0,A4FC776AAF19,192.168.1.122
103,4451603753,2024-06-27 8:42:36,WD-WCC6Y4RE95H7,C85ACF0D2FEA,192.168.10.12
104,5251604537,2024-06-27 8:42:36,WD-WCC6Y0CEC1NZ,1CA0B878716F,192.168.2.188
105,1552600784,2024-06-27 8:42:38,ZN164A2W,A4FC776B137B,192.168.1.116
106,1651500861,2024-06-27 8:42:47,ZN1D88YY,E0D55E7BB98E,192.168.0.132
107,5251604538,2024-06-27 8:42:48,WD-WCC6Y5HK7XZZ,F4939FF7085D,192.168.2.173
108,3351602429,2024-06-27 8:42:51,0025_3888_11B9_9D65.,E0BE034FD117,192.168.144.66
109,5251604530,2024-06-27 8:42:55,WD-WCC6Y5TV0C79,A4AE12F77D58,192.168.2.181
110,4451603760,2024-06-27 8:42:58,WD-WCC6Y4VKLU1R,C85ACF0D4B08,192.168.10.33
111,1552600773,2024-06-27 8:42:59,ZN1618J8,EC5C68162777,192.168.1.120
112,1552600780,2024-06-27 8:42:59,ZN161L6J,A4FC776A8C81,192.168.1.123
113,6351605707,2024-06-27 8:43:05,AA000000000000002512,E454E8D35D43,10.10.111.73
114,1552600767,2024-06-27 8:43:06,ZN16317K,EC5C68156B63,192.168.1.113
115,3351602439,2024-06-27 8:43:07,001B_448B_41D8_8458.,E0BE034FD939,192.168.144.55
116,3151601974,2024-06-27 8:43:09,0000_0000_0000_0001_00A0_7523_40AA_D1E1.,20881071D0AC,10.7.1.12
117,1651500866,2024-06-27 8:43:10,ZN1DC34Y,B42E99B40AB1,192.168.0.129
118,1151500133,2024-06-27 8:43:12,ZN1XQGP1,74563C201DA9,192.168.29.73
119,4451603756,2024-06-27 8:43:14,WD-WCC6Y4RE9626,C85ACF0D386D,192.168.10.84
120,4451603755,2024-06-27 8:43:15,WD-WCC6Y4RE99FP,C85ACF0A26D0,192.168.10.7
121,4451603754,2024-06-27 8:43:16,WD-WCC6Y4HEX9X9,C85ACF0D32EC,192.168.10.23
122,5251604534,2024-06-27 8:43:18,W9APGYAJ,A4AE12F98075,192.168.2.185
123,4451603770,2024-06-27 8:43:22,WD-WCC6Y4RE94S9,C85ACF0D4A7B,192.168.10.28
124,5351604615,2024-06-27 8:43:22,Z3TFELMT,FC4DD4328F77,192.168.1.27
125,1552600768,2024-06-27 8:43:23,ZN1618KR,A4FC776BBFFB,192.168.1.124
126,4451503751,2024-06-27 8:43:23,WD-WCC6Y6HV8PAD,C85ACF0A1CAE,192.168.10.79
127,4451603764,2024-06-27 8:43:25,WD-WCC6Y6HV873S,C85ACF0D2DA5,192.168.10.31
128,4451603766,2024-06-27 8:43:29,WD-WCC6Y4VKLXR0,C85ACF0D2B1E,192.168.10.32
129,4451603768,2024-06-27 8:43:30,WD-WCC6Y6HV8TZ1,C85ACF0D3791,192.168.10.30
130,4451603763,2024-06-27 8:43:38,WD-WCC6Y4VKLFD6,C85ACF0D322F,192.168.10.20
131,4451603767,2024-06-27 8:43:40,WD-WCC6Y0AT1T45,C85ACF0D3254,192.168.10.53
132,2151601113,2024-06-27 8:43:47,AA000000000000001280,B083FEAB6320,192.168.11.75
133,4451503752,2024-06-27 8:43:48,WD-WCC6Y0DA4JLS,C85ACF0D4841,192.168.10.54
134,2151601119,2024-06-27 8:43:48,AA000000000000008210,B083FE543565,192.168.11.82
135,2151601061,2024-06-27 8:43:49,AA000000000000002658,B083FEB673F9,192.168.11.9
136,2151601090,2024-06-27 8:43:50,AA000000000000007477,B083FE759594,192.168.11.221
137,4451603776,2024-06-27 8:43:51,WD-WCC6Y4RE9DE6,C85ACF0D2988,192.168.10.43
138,2151601112,2024-06-27 8:43:51,AA000000000000004195,B083FE64DD49,192.168.11.96
139,2151601094,2024-06-27 8:43:56,AA000000000000001148,64006A18FE18,192.168.11.49
140,5451605014,2024-06-27 8:43:58,YS202010014154AA,5065F31CDBAF,192.168.0.153
141,4451603759,2024-06-27 8:43:59,WD-WCC6Y4HEXNCN,C85ACF0D4829,192.168.10.14
142,4451603761,2024-06-27 8:44:03,WD-WCC6Y0DA43FP,C85ACF0D16E7,192.168.10.41
143,1552600774,2024-06-27 8:44:04,ZN16327C,EC5C68157665,192.168.1.117
144,1151500127,2024-06-27 8:44:06,ZN1XQGPR,74563C201DFE,192.168.29.166
146,2351601772,2024-06-27 8:44:08,THN4BTN2504769,00E01C190333,192.168.100.149
147,5351604619,2024-06-27 8:44:08,Z3TDMRPZ,FC4DD42F889F,192.168.1.83
148,1151500122,2024-06-27 8:44:09,ZN1XQGPL,74563C201FBB,192.168.29.80
149,2151601087,2024-06-27 8:44:09,AA000000000000004214,B083FE994C66,192.168.11.87
150,2151601085,2024-06-27 8:44:09,AA000000000000002061,F8BC12A219A3,192.168.11.38
151,4451603757,2024-06-27 8:44:10,WD-WCC6Y6HV8L4L,C85ACF0D4921,192.168.10.16
152,4451603772,2024-06-27 8:44:10,WD-WCC6Y0DA47X7,C85ACF0A2621,192.168.10.35
153,1151500124,2024-06-27 8:44:12,ZN1XRMFJ,74563C2118FD,192.168.29.101
154,2351601813,2024-06-27 8:44:13,9VYFLJDG,A41F72937E7D,192.168.100.132
155,1151500123,2024-06-27 8:44:14,ZN1XS08E,74563C201C34,192.168.29.58
156,5251604542,2024-06-27 8:44:15,WD-WCC6Y4RCHC1C,A4AE12F77CE1,192.168.2.193
157,5351604618,2024-06-27 8:44:16,Z3TFEJ7W,FC4DD4328F3B,192.168.1.21
158,1151500139,2024-06-27 8:44:19,ZN1XRKP4,74563C211C7C,192.168.223.1
159,6351605695,2024-06-27 8:44:19,AA000000000000002723,E454E8D34DF1,10.10.111.61
160,2151601118,2024-06-27 8:44:21,AA000000000000008199,B083FE74B900,192.168.11.155
161,2151601100,2024-06-27 8:44:24,AA000000000000003710,B083FE70AFAF,192.168.11.43
162,4451603758,2024-06-27 8:44:24,WD-WCC6Y4RE9UDJ,C85ACF0D32F0,192.168.10.19
163,2151601114,2024-06-27 8:44:24,AA000000000000001287,B083FE74BC62,192.168.11.59
164,2151601120,2024-06-27 8:44:24,AA000000000000005458,B083FE7564DD,192.168.11.3
165,1552600771,2024-06-27 8:44:25,ZN161LX7,A4FC776B1379,192.168.1.118
166,2351601809,2024-06-27 8:44:26,5VVPTKTC,90B11C6D4B8C,192.168.100.131
167,4451603774,2024-06-27 8:44:26,WD-WCC6Y6HFKTZ7,C85ACF0D4864,192.168.10.36
168,2151601099,2024-06-27 8:44:27,AA000000000000001173,64006A37D02D,192.168.11.147
169,2151601098,2024-06-27 8:44:29,AA000000000000004075,B083FE70DBA9,192.168.11.53
170,2151601060,2024-06-27 8:44:33,AA000000000000004015,B083FE7566A3,192.168.11.8
171,2151601077,2024-06-27 8:44:34,AA000000000000001285,B083FE544C5B,192.168.11.144
172,4451603775,2024-06-27 8:44:35,WD-WCC6Y7EXNDUT,C85ACF0D3238,192.168.10.38
173,2151601086,2024-06-27 8:44:38,AA000000000000001171,B083FE544C5A,192.168.11.39
174,2151601080,2024-06-27 8:44:41,AA000000000000006276,B083FEA9E16E,192.168.11.79
175,1552600787,2024-06-27 8:44:45,ZN161KP6,A4FC776B17E1,192.168.1.111
176,2151601093,2024-06-27 8:44:52,AA000000000000000891,B083FE75965D,192.168.11.47
177,1151500128,2024-06-27 8:44:52,ZN1XQGQS,74563C201DFD,192.168.29.155
178,2151601062,2024-06-27 8:44:53,AA000000000000002662,B083FE53DB7B,192.168.11.74
179,2151601059,2024-06-27 8:44:54,AA000000000000004189,B083FE994B47,192.168.11.6
180,6551605867,2024-06-27 8:44:58,WCC6Z1ZZYZ5C,78ACC0BC5B75,192.168.29.57
181,5351604614,2024-06-27 8:45:01,W2ASB8VK,4437E6BB8D1A,192.168.1.20
182,2151601069,2024-06-27 8:45:03,AA000000000000003595,F8BC129FEF35,192.168.11.140
183,2151601076,2024-06-27 8:45:06,AA000000000000001727,64006A18F38C,192.168.11.114
184,5351604621,2024-06-27 8:45:07,S2ACA1N2,FC4DD42F8500,192.168.1.73
185,2151601088,2024-06-27 8:45:10,AA000000000000003685,B083FEB62990,192.168.11.218
186,2151601068,2024-06-27 8:45:11,AA000000000000004256,B083FEB66C87,192.168.11.138
187,2151601111,2024-06-27 8:45:12,AA000000000000001191,64006A37CDBE,192.168.11.29
188,2151601075,2024-06-27 8:45:14,AA000000000000003863,B083FEB66B8C,192.168.11.142
189,2151601074,2024-06-27 8:45:15,AA000000000000000974,B083FE64DC4A,192.168.11.26
190,6551605875,2024-06-27 8:45:16,S1D307QX,2C27D7278C3F,192.168.29.191
191,2151601067,2024-06-27 8:45:20,AA000000000000002578,F8BC12817D5F,192.168.11.16
192,6551605868,2024-06-27 8:45:22,S2AQDPXC,2C27D740EA2C,192.168.29.226
193,5451605040,2024-06-27 8:45:23,YS202010015024AA,6451062A8003,192.168.0.195
194,5451605007,2024-06-27 8:45:23,YS202010014842AA,DC4A3E85ECDE,192.168.0.180
195,5451605019,2024-06-27 8:45:23,YS202010004542AA,A0481C9A433E,192.168.0.136
196,6551605874,2024-06-27 8:45:33,SCA207MM1UGGUA,78E7D183E81D,192.168.29.234
197,2351601788,2024-06-27 8:45:36,6VVKSL88,C81F6638B6CF,192.168.100.142
198,5251604545,2024-06-27 8:45:36,WD-WCC6Y2VZXK0K,A4AE12F781B0,192.168.2.196
199,2151601071,2024-06-27 8:45:37,AA000000000000003568,64006A19001E,192.168.11.157
200,6551605871,2024-06-27 8:45:43,6VMVHJF8,2C44FD20B166,192.168.29.188
201,1651500860,2024-06-27 8:45:43,ZN10AFL5,E0D55E7BB807,192.168.0.120
202,2151601063,2024-06-27 8:45:45,AA000000000000000942,64006A1C6944,192.168.11.50
203,5451605027,2024-06-27 8:45:46,AA000000000000001277,B4B52FAB2AD6,192.168.0.194
204,4151002,2024-06-27 8:45:49,9RX73SY3,0AE0AFA70919,10.10.12.50
205,2151601065,2024-06-27 8:45:50,AA000000000000003670,B083FE705320,192.168.11.90
206,2351601811,2024-06-27 8:45:53,5VVPXVZ0,C81F6632C96B,192.168.100.129
207,5351604644,2024-06-27 8:45:57,KRN231106590,C8D3FFA448B6,192.168.1.39
208,2151601089,2024-06-27 8:46:08,AA000000000000003661,B083FE74BC63,192.168.11.220
209,2351601775,2024-06-27 8:46:08,THN4BTN2504774,0AE0AFFB1C57,192.168.100.136
210,5451605041,2024-06-27 8:46:21,AA000000000000001627,B4B52FB4B983,192.168.0.247
211,5451605009,2024-06-27 8:46:22,YS202010012131AA,ECB1D73AA575,192.168.0.175
212,2351601781,2024-06-27 8:46:22,Z6E8BFTJ,002564BA6497,192.168.100.128
213,1151600150,2024-06-27 8:46:26,ZN1XRCV2,D85ED3C4E887,192.168.29.179
214,4451603773,2024-06-27 8:46:26,WD-WCC6Y2HX4RF0,C85ACF0A23A2,192.168.10.34
215,5351604623,2024-06-27 8:46:27,Z3TFEM80,FC4DD4328F3E,192.168.1.51
216,1151500138,2024-06-27 8:46:30,ZN1XS20H,74563C201DAE,192.168.29.138
217,5251604546,2024-06-27 8:46:33,WD-WCC6Y1ZK4E60,1CA0B8786FF9,192.168.2.197
218,5451605013,2024-06-27 8:46:33,YS202010001683AA,A0D3C1216520,192.168.0.107
219,3151601975,2024-06-27 8:46:40,0000_0000_0000_0001_00A0_7523_415F_8295.,2088107094B4,10.7.1.13
220,5451605028,2024-06-27 8:46:41,YS202010003175AA,DC4A3E8B0CFD,192.168.0.135
221,6551605873,2024-06-27 8:46:52,WD-WCC2E4XP9T95,082E5F000D01,192.168.29.97
222,7651606723,2024-06-27 8:46:54,FX256STD112206739,0AE0AFF706C2,192.168.100.179
223,5451605034,2024-06-27 8:46:58,YS202010012862AA,A0481C9A4363,192.168.0.173
224,2151601066,2024-06-27 8:47:00,AA000000000000001245,B083FE544C08,192.168.11.14
225,5351604625,2024-06-27 8:47:01,S2AC9ZCN,FC4DD42F854C,192.168.1.66
226,5451605038,2024-06-27 8:47:08,YS202010015068AA,3CD92B490613,192.168.0.235
227,2351601777,2024-06-27 8:47:27,6RX9BW9D,0024E828023B,192.168.100.146
228,2351601776,2024-06-27 8:47:28,WD-WMAV2EK32467,782BCB83EA06,192.168.100.151
229,2351601773,2024-06-27 8:47:30,6RX1QYD9,0024E82CCFC0,192.168.100.100
230,5351604607,2024-06-27 8:47:32,AA000000000000001443,4437E6A741F6,192.168.1.64
231,2151601090,2024-06-27 8:47:39,AA000000000000007477,B083FE759594,192.168.11.221
232,5251604547,2024-06-27 8:47:48,WD-WCC6Y1ZK486H,1CA0B878255D,192.168.2.198
233,4351603627,2024-06-27 8:47:50,ACE4_2E00_25A3_F6C0_2EE4_AC00_0000_0001.,00BE43F54F9E,10.10.13.181
234,2351601812,2024-06-27 8:47:52,5VVQJV0D,1803734B2B98,192.168.100.147
235,5351604627,2024-06-27 8:47:58,Z3TDG982,FC4DD42F85CF,192.168.1.43
236,2351601795,2024-06-27 8:47:58,WD-WCAV2A588187,708BCD9E2DAF,192.168.100.139
237,2151601078,2024-06-27 8:48:00,AA000000000000003656,B083FE74B8F6,192.168.11.145
238,4451603762,2024-06-27 8:48:15,WD-WCC6Y4RE95X8,C85ACF0D46CD,192.168.10.18
239,5351604630,2024-06-27 8:48:20,0025_38B1_81BE_D558.,00E52CADD1F5,192.168.1.52
240,8351607247,2024-06-27 8:48:24,Z3QXCIP0T,001FD04479CB,192.168.29.109
241,8351607227,2024-06-27 8:48:26,5VH6LMWV,00241D67535A,192.168.29.134
242,5451605037,2024-06-27 8:48:30,YS202010002334AA,A0D3C107CC9C,192.168.0.224
243,8351607209,2024-06-27 8:48:32,6VYB5X7N,001FD0B0DD72,192.168.29.138
244,8351607237,2024-06-27 8:48:36,6VYBP10P,001D7DB7E8B5,192.168.29.139
245,8351607249,2024-06-27 8:48:36,WD-WMAV2HN02579,D0278859CDB2,192.168.29.238
246,5451605023,2024-06-27 8:48:38,YS202010002256AA,5065F31E6C4D,192.168.0.163
247,2151601104,2024-06-27 8:48:40,AA000000000000003660,B083FE53B795,192.168.11.61
248,8351607225,2024-06-27 8:48:47,5VMW6HHX,1078D27847D2,192.168.29.99
249,5451605014,2024-06-27 8:48:48,YS202010014154AA,5065F31CDBAF,192.168.0.153
250,5351604608,2024-06-27 8:48:49,WD-WCC2EMJ08642,FC4DD42F88DC,192.168.1.46
251,2151601102,2024-06-27 8:48:52,BC6522D5,64006A37D64E,192.168.11.60
252,8351527135,2024-06-27 8:48:53,JPB440HJ1N7BRS,1078D2AA98CA,192.168.29.182
253,8351607231,2024-06-27 8:49:01,S1X7J9BS300100,00241D671DF4,192.168.29.169
254,8351607238,2024-06-27 8:49:01,9VV6ZZ4Z,4437E65B655C,192.168.29.188
255,5451605015,2024-06-27 8:49:02,YS202010013081AA,40A8F058CAC1,192.168.0.193
256,1151500136,2024-06-27 8:49:03,ZN1XRKC5,74563C211C7B,192.168.29.234
257,6552605966,2024-06-27 8:49:03,Z2A0QH49,78E3B5907099,192.168.30.187
258,8351607242,2024-06-27 8:49:07,9VMYYZ7D,6C626DAFCEC3,192.168.29.200
259,3152602121,2024-06-27 8:49:10,DW210923A03983,D85ED31EDB95,192.168.0.139
260,3152602120,2024-06-27 8:49:11,DW210923A03693,D85ED31ED6F1,192.168.0.141
261,3152602123,2024-06-27 8:49:11,DW211008A05410,D85ED31F6457,192.168.0.136
262,3152602130,2024-06-27 8:49:12,DW210923A03853,D85ED31ED0B9,192.168.0.123
263,3152602122,2024-06-27 8:49:13,DW210923A03916,D85ED31F6484,192.168.0.138
264,3152602118,2024-06-27 8:49:16,DW210923A02784,D85ED31EDCBA,192.168.0.148
265,3152602124,2024-06-27 8:49:17,DW211008A05333,D85ED31ED2A6,192.168.0.134
266,2151601084,2024-06-27 8:49:20,AA000000000000004229,B083FE70AF2E,192.168.11.93
267,1552600786,2024-06-27 8:49:21,ZN161N0F,C46516BDCEF7,192.168.1.101
268,6552605957,2024-06-27 8:49:23,Z2A0RAPF,78E3B5907133,192.168.30.226
269,3152602129,2024-06-27 8:49:23,DW210923A03432,D85ED31ED77E,192.168.0.125
270,2151601073,2024-06-27 8:49:26,AA000000000000000958,B083FE74B6E3,192.168.11.141
271,6552605970,2024-06-27 8:49:28,Z2A14LP6,78E3B5906E2E,192.168.30.97
272,5351604609,2024-06-27 8:49:28,YS202309688747HP,FC4DD4324486,192.168.1.63
273,6552605963,2024-06-27 8:49:30,Z2A0PEQQ,78E3B59070A4,192.168.30.78
274,8351607229,2024-06-27 8:49:31,WD-WCAWF5356352,1078D2FA935D,192.168.29.244
275,5351604631,2024-06-27 8:49:32,SSQR33AZS252655,10E7C63CE43E,192.168.1.31
276,2151601064,2024-06-27 8:49:32,AA000000000000004185,64006A37D528,192.168.11.5
277,3152602126,2024-06-27 8:49:32,DW210923A02714,D85ED31ED232,192.168.0.129
278,8351607223,2024-06-27 8:49:41,WD-WMAV2JJ13842,78E3B5977360,192.168.29.187
279,1651500860,2024-06-27 8:49:42,ZN10AFL5,E0D55E7BB807,192.168.0.120
281,2351601802,2024-06-27 8:49:46,CE8B25DB,842B2B9854F9,192.168.100.144
282,5451605012,2024-06-27 8:49:49,AA000000000000001532,A0D3C11A106A,192.168.0.200
283,6552605960,2024-06-27 8:49:50,Z2ALATTQ,082E5F286C43,192.168.30.90
284,8351607212,2024-06-27 8:49:50,JP1440HJ2WA4TU,D0278884F02E,192.168.29.42
285,8351607214,2024-06-27 8:49:51,WD-WCC2EM599567,1078D2787FBB,192.168.29.22
286,5451605031,2024-06-27 8:49:53,YS202010019804AA,5065F31CDBB3,192.168.0.157
287,6552605962,2024-06-27 8:49:54,Z2A0PH3E,78E3B591E6FF,192.168.30.89
288,1151500141,2024-06-27 8:49:58,ZN1XRP6Q,74563C2118FC,192.168.29.90
289,2151601089,2024-06-27 8:50:07,AA000000000000003661,B083FE74BC63,192.168.11.220
